SoC_pct,T0C,T5C,T10C,T15C,T20C,T25C,T30C
0,0.00017325775716262224,0.00017325775716262224,0.00017325775716262224,0.00017325775716262224,0.00017325775716262224,0.00017325775716262224,0.00017325775716262224
5,0.00017325775716262224,0.00017325775716262224,0.00017325775716262224,0.00017325775716262224,0.00017325775716262224,0.00017325775716262224,0.00017325775716262224
10,0.0001732331327441328,0.0001732331327441328,0.0001732331327441328,0.0001732331327441328,0.0001732331327441328,0.0001732331327441328,0.0001732331327441328
15,0.0001719843747688599,0.0001719843747688599,0.0001719843747688599,0.0001719843747688599,0.0001719843747688599,0.0001719843747688599,0.0001719843747688599
20,0.0001580304142529982,0.00015803041478216183,0.00015803062826199994,0.0001580322056764997,0.0001580324191563378,0.00015803241968550142,0.00015803241968550142
25,0.0001186953434812674,0.00011869536826947224,0.00011870536854504437,0.00011877926114225167,0.00011878926141782381,0.00011878928620602866,0.00011878928620602866
30,9.122545085677467e-05,9.122046880533579e-05,9.125720138409993e-05,9.180479818756394e-05,9.187369947945269e-05,9.187349706804529e-05,9.187393224839588e-05
35,0.00010693873119980052,0.00010668099154493936,0.00010444411388696558,0.0001016456116616519,0.00010101192204864008,0.00010099344861640267,0.00010101624938299843
40,0.00015211681767719932,0.00014943131893409254,0.00012620734353398176,9.769331143177429e-05,9.133254476894314e-05,9.12054776492174e-05,9.148892087196029e-05
45,0.0002103595065785258,0.0002044036640338797,0.000153208268826996,8.789369781794616e-05,7.520831468441408e-05,7.559570725420939e-05,7.667919101846202e-05
50,0.00018267467298700078,0.00017553905872296697,0.00014598371360547327,8.292448751295533e-05,7.637881706688798e-05,7.733447462103201e-05,7.820737823418459e-05
55,0.00022540275992042534,0.00017848289258783496,0.00014987219656181983,9.538072157091353e-05,9.183662636706514e-05,8.434201493555034e-05,7.771266249027267e-05
60,0.00036418818521189047,0.00025770556319509527,0.0001762563305047469,0.0001321109967169482,0.0001269972196904807,9.800333183697258e-05,7.903453348072383e-05
65,0.00043012852443456543,0.00036643066497644224,0.00021750473643917221,0.00017151367950394252,0.0001507007149521383,0.00010898197904128662,8.631095640122271e-05
70,0.0004430012699284328,0.0004174242575040632,0.0002554744934629285,0.00019824299082820166,0.00015511301581748913,0.0001181401263613479,9.137816323162095e-05
75,0.0003897707507214388,0.0003755836099513593,0.0002667935025124739,0.0002111005432916514,0.00014903040843071858,0.00010823898522493766,8.653293417703223e-05
80,0.00034692393384828067,0.0003382687552199359,0.0002674453774024185,0.0001995714608986194,0.00013267122258072713,9.829067000561472e-05,7.648207578150109e-05
85,0.0002669544045493045,0.0002640166202693292,0.0002355020990538241,0.0001750550946279791,0.00011933293766993263,9.948980517074646e-05,7.834785497764959e-05
90,0.0001586219462124886,0.00015835209011822343,0.0001539185955751435,0.00013305714299181236,0.00011340504777661996,0.00010758274742830054,9.976188070544214e-05
95,0.00011584227597389037,0.00011583649705558172,0.0001155729300956146,0.00011370235234787918,0.00011192310972281413,0.0001114217989688824,0.00011070634462369512
100,0.00011187815532037715,0.00011187814430482462,0.00011187369015892978,0.0001118367552255689,0.00011180151716002395,0.00011179172716706247,0.00011177751923443725
